,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
840,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",2,2022,6,8,1401,0,248511839.0,26,16,17.0,0,1.0,128,C#,Minor,82,42,75,6,0,63,6
842,Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884.0,7,1,15.0,0,0.0,183,F,Major,65,88,72,36,14,20,3
844,Belly Dancer,"BYOR, Imanbek",2,2022,2,18,5115,13,383835984.0,109,38,301.0,1,33.0,122,C#,Major,85,42,80,6,0,17,14
845,Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709.0,8,1,18.0,0,0.0,165,A,Major,72,90,48,32,0,18,23
846,Cinema,Harry Styles,1,2022,5,20,2171,0,189236868.0,18,1,28.0,0,0.0,106,A,Minor,83,90,64,35,5,9,4
850,Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102.0,15,1,23.0,0,0.0,114,E,Minor,71,90,81,31,2,13,3
851,Numb,"Marshmello, Khalid",2,2022,6,10,3879,2,295307001.0,107,76,86.0,1,9.0,120,Unknown,Minor,91,63,77,12,1,10,5
852,Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,138334433.0,0,0,2.0,0,0.0,92,F#,Major,83,56,82,10,0,9,5
856,Antes de Perderte,Duki,1,2022,6,2,584,8,157136970.0,12,1,8.0,0,1.0,110,F,Minor,81,61,93,49,0,12,11
858,295,Sidhu Moose Wala,1,2021,5,15,246,4,183273246.0,4,106,0.0,0,7.0,90,B,Minor,68,54,76,21,0,11,20
860,En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,164856284.0,5,36,1.0,0,0.0,154,F#,Minor,70,97,62,47,0,10,4
861,Master of Puppets (Remastered),Metallica,1,1986,3,3,6080,0,704171068.0,112,198,406.0,1,0.0,105,E,Minor,54,59,83,0,44,20,4
862,BREAK MY SOUL,Beyonc ,1,2022,6,21,9724,0,354614964.0,222,61,259.0,14,2.0,115,C#,Minor,70,87,88,4,0,26,8
863,ULTRA SOLO REMIX,"De La Ghetto, Feid, Polima WestCoast, Paloma Mami, Pailita",5,2022,6,16,2341,0,279717388.0,37,2,38.0,2,0.0,110,C#,Major,91,59,82,8,0,6,8
865,Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,221752937.0,45,2,26.0,0,1.0,102,C#,Major,73,62,75,0,0,34,8
866,Ojos Marrones,Lasso,1,2022,2,6,795,11,263280370.0,26,18,15.0,1,4.0,120,G#,Minor,81,72,65,4,0,14,4
867,POP!,Nayeon,1,2022,6,24,571,0,213505179.0,19,21,14.0,0,2.0,97,D,Major,80,36,86,4,0,3,5
870,Sweet Child O' Mine,Guns N' Roses,1,1987,1,1,41231,1,1553497987.0,228,151,0.0,3,99.0,125,F#,Major,45,67,90,9,11,10,5
871,Last Last,Burna Boy,1,2022,5,12,4526,12,293466523.0,156,275,150.0,3,128.0,88,D#,Minor,80,55,56,13,0,8,9
874,Hot Shit (feat. Ye & Lil Durk),"Kanye West, Lil Durk, Cardi B",3,2022,7,1,1601,0,85924992.0,11,0,2.0,0,0.0,157,A,Major,88,52,69,0,0,8,23
875,Ai Preto,"L7nnon, DJ Biel do Furduncinho, Bianca",3,2022,6,3,894,4,176103902.0,28,0,54.0,0,0.0,130,F#,Major,95,83,57,54,0,10,25
876,La Loto,"Anitta, Tini, Becky G",3,2022,7,6,945,0,121189256.0,49,3,57.0,0,0.0,90,C#,Major,85,80,83,10,0,8,11
878,Afraid To Feel,LF System,1,2022,5,2,5898,5,244790012.0,129,55,128.0,0,101.0,128,C#,Major,58,68,91,2,0,27,11
879,Baile no Morro,"Mc Vitin Da Igrejinha, MC Tairon, DJ Win",3,2022,6,10,685,2,129314708.0,17,0,24.0,0,30.0,130,D#,Minor,71,78,40,46,0,7,45
880,c  mo dormi,Rels B,1,2022,8,4,1452,35,331511413.0,16,15,20.0,0,0.0,126,C#,Major,63,56,43,24,0,12,23
881,Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,219196651.0,53,2,33.0,0,0.0,120,Unknown,Major,77,94,87,2,0,23,12
883,Caile,Luar La L,1,2020,12,18,1494,2,273914335.0,17,12,15.0,0,0.0,122,Unknown,Major,70,46,76,30,0,9,45
884,Si Te La Encuentras Por Ah ,Feid,1,2022,8,5,1379,4,179061440.0,23,10,18.0,0,0.0,172,G#,Minor,74,46,58,15,0,13,8
888,Attention,NewJeans,1,2022,8,1,799,12,264717480.0,14,141,9.0,0,1.0,105,A#,Minor,81,70,65,24,0,8,4
889,THE SHADE,Rex Orange County,1,2022,3,11,1189,6,244928911.0,17,10,16.0,0,4.0,120,F,Major,90,73,51,39,0,9,6
891,El Rescate,"Grupo Marca Registrada, Junior H",2,2022,7,22,527,4,287278853.0,10,43,3.0,1,0.0,99,G,Minor,79,64,59,28,0,11,14
892,Heartless,Kanye West,1,2008,1,1,17504,34,887906111.0,63,39,0.0,0,2.0,88,A#,Minor,79,66,65,5,0,25,14
893,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Halsey, Pharrell Williams, Justin Timberlake",4,2022,7,15,3113,0,123473120.0,54,6,124.0,1,0.0,126,A,Major,81,90,73,28,0,29,4
894,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154.0,15,79,4.0,2,0.0,136,Unknown,Major,77,71,75,33,1,13,4
895,JGL,"Luis R Conriquez, La Adictiva",2,2022,2,18,782,9,323455692.0,15,33,6.0,1,0.0,113,G#,Major,70,97,59,55,0,27,12
896,Don't You Worry,"David Guetta, Shakira, Black Eyed Peas",3,2022,6,16,2442,0,240918092.0,81,4,248.0,1,6.0,132,B,Major,82,49,88,20,0,21,3
897,Pipoco,"Melody, Ana Castela, Dj Chris No Beat",3,2022,5,20,1112,4,191873381.0,22,2,65.0,1,3.0,135,G#,Major,77,74,74,47,0,34,8
898,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603.0,165,10,177.0,4,73.0,126,Unknown,Major,67,49,77,11,0,19,11
899,Forget Me,Lewis Capaldi,1,2022,9,9,2520,4,239411309.0,93,95,84.0,9,202.0,102,C#,Minor,67,72,74,30,0,36,4
900,After LIKE,IVE,1,2022,8,22,767,12,265548837.0,20,129,11.0,0,12.0,125,Unknown,Major,68,80,92,10,0,9,12
902,B.O.T.A. (Baddest Of Them All) - Edit,"Interplanetary Criminal, Eliza Rose",2,2022,6,15,5153,6,244585109.0,102,53,113.0,12,0.0,137,Unknown,Major,74,71,89,24,61,15,5
903,Talk that Talk,TWICE,1,2022,8,26,615,0,189476119.0,14,77,15.0,1,2.0,120,D#,Minor,77,78,91,14,0,33,12
904,BILLIE EILISH.,Armani White,1,2022,1,20,2537,0,277132266.0,49,1,67.0,11,1.0,100,C#,Major,90,75,50,11,0,9,26
905,Ferxxo 100,Feid,1,2022,6,3,1647,30,278920007.0,20,49,23.0,2,2.0,164,G#,Minor,70,58,57,25,0,15,7
906,KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,222410722.0,117,72,107.0,1,7.0,93,A#,Minor,65,79,66,31,0,22,7
907,Prohibidox,Feid,1,2022,9,13,1473,12,185392587.0,25,36,25.0,1,0.0,180,C#,Minor,65,52,80,5,0,6,25
912,XQ Te Pones As ,"Yandel, Feid",2,2022,9,13,308,0,47093942.0,6,1,6.0,0,0.0,92,A#,Major,81,48,70,13,0,15,7
914,Sin Se  ,"Ovy On The Drums, Quevedo",2,2022,7,22,1097,2,209106362.0,18,10,13.0,1,1.0,118,B,Minor,82,75,85,33,1,11,4
915,Lady Mi Amor,Feid,1,2022,9,13,330,0,53987404.0,3,0,2.0,0,0.0,93,D,Major,78,75,62,6,0,15,6
919,BABY OTAKU,"Fran C, Polima WestCoast, Nickoog Clk, Pablito Pesadilla",4,2022,8,18,836,0,159240673.0,14,1,13.0,0,0.0,102,A,Major,84,43,75,5,0,6,8
920,Nxde,(G)I-DLE,1,2022,10,17,430,6,170709584.0,14,116,9.0,0,11.0,136,E,Minor,73,65,91,4,0,48,18
923,2 Be Loved (Am I Ready),Lizzo,1,2022,7,14,3682,6,247689123.0,41,0,158.0,2,68.0,156,G,Major,72,92,77,9,0,8,11
925,Typa Girl,BLACKPINK,1,2022,9,16,452,10,235549288.0,2,129,13.0,0,1.0,132,G,Major,92,53,62,7,0,63,10
928,Bamba (feat. Aitch & BIA),"Luciano, Aitch, B ",3,2022,9,22,869,7,146223492.0,14,12,12.0,2,28.0,138,A#,Major,80,82,81,14,0,13,36
929,Casei Com a Putaria,"MC Ryan SP, Love Funk, Mc Paiva ZS",3,2022,7,1,648,4,187701588.0,0,0,30.0,0,0.0,161,A#,Minor,59,62,60,12,0,5,44
931,Pussy & Millions (feat. Travis Scott),"Drake, Travis Scott, 21 Savage",3,2022,11,4,1930,0,191333656.0,24,8,17.0,0,1.0,122,E,Minor,75,45,63,6,0,35,12
940,"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,177503916.0,4,5,8.0,0,0.0,158,G,Major,48,55,84,43,0,15,12
942,Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403.0,6,5,3.0,0,0.0,144,F,Major,93,62,61,0,0,12,20
944,BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537.0,8,5,2.0,0,0.0,142,F,Minor,85,40,43,4,0,39,32
946,The Great War,Taylor Swift,1,2022,10,21,1274,0,181382590.0,1,6,11.0,0,0.0,96,F,Major,57,55,74,22,0,8,4
949,A Veces (feat. Feid),"Feid, Paulo Londra",2,2022,11,3,573,0,73513683.0,2,0,7.0,0,0.0,92,C#,Major,80,81,67,4,0,8,6
950,En La De Ella,"Feid, Sech, Jhayco",3,2022,10,20,1320,0,133895612.0,29,26,17.0,0,0.0,97,C#,Major,82,67,77,8,0,12,5
